"","Year","Sender","Receiver","LOR"
"309805",2009,"NGA","UGA",1
"309806",2009,"NOR","UGA",1
"309807",2009,"RUS","UGA",1
"309808",2009,"RWA","UGA",1
"309809",2009,"SAU","UGA",0.75
"309810",2009,"ZAF","UGA",1
"309811",2009,"SWE","UGA",1
"309812",2009,"TZA","UGA",1
"309813",2009,"GBR","UGA",1
"309814",2009,"USA","UGA",1
"309815",2009,"AFG","UKR",1
"309816",2009,"DZA","UKR",1
"309817",2009,"ARG","UKR",1
"309818",2009,"ARM","UKR",1
"309819",2009,"AUT","UKR",1
"309820",2009,"AZE","UKR",1
"309821",2009,"BLR","UKR",1
"309822",2009,"BEL","UKR",1
"309823",2009,"BRA","UKR",1
"309824",2009,"BGR","UKR",1
"309825",2009,"CAN","UKR",1
"309826",2009,"CHN","UKR",1
"309827",2009,"HRV","UKR",1
"309828",2009,"CUB","UKR",1
"309829",2009,"CZE","UKR",1
"309830",2009,"DNK","UKR",1
"309831",2009,"EGY","UKR",1
"309832",2009,"EST","UKR",1
"309833",2009,"FIN","UKR",1
"309834",2009,"FRA","UKR",1
"309835",2009,"GEO","UKR",1
"309836",2009,"DEU","UKR",1
"309837",2009,"GRC","UKR",1
"309838",2009,"VAT","UKR",1
"309839",2009,"HUN","UKR",1
"309840",2009,"IND","UKR",1
"309841",2009,"IDN","UKR",1
"309842",2009,"IRN","UKR",1
"309843",2009,"IRQ","UKR",0.75
"309844",2009,"ISR","UKR",1
"309845",2009,"ITA","UKR",1
"309846",2009,"JPN","UKR",1
"309847",2009,"KAZ","UKR",1
"309848",2009,"KOR","UKR",1
"309849",2009,"KWT","UKR",1
"309850",2009,"KGZ","UKR",1
"309851",2009,"LVA","UKR",1
"309852",2009,"LBN","UKR",1
"309853",2009,"LBY","UKR",1
"309854",2009,"LTU","UKR",1
"309855",2009,"MKD","UKR",1
"309856",2009,"MYS","UKR",1
"309857",2009,"MEX","UKR",1
"309858",2009,"MDA","UKR",1
"309859",2009,"MAR","UKR",1
"309860",2009,"NLD","UKR",1
"309861",2009,"NGA","UKR",1
"309862",2009,"NOR","UKR",1
"309863",2009,"PAK","UKR",1
"309864",2009,"PER","UKR",1
"309865",2009,"POL","UKR",1
"309866",2009,"PRT","UKR",1
"309867",2009,"ROU","UKR",1
"309868",2009,"RUS","UKR",1
"309869",2009,"SRB","UKR",1
"309870",2009,"SVK","UKR",1
"309871",2009,"SVN","UKR",0.75
"309872",2009,"ZAF","UKR",1
"309873",2009,"ESP","UKR",1
"309874",2009,"SWE","UKR",1
"309875",2009,"CHE","UKR",1
"309876",2009,"SYR","UKR",0.75
"309877",2009,"TUR","UKR",1
"309878",2009,"TKM","UKR",1
"309879",2009,"GBR","UKR",1
"309880",2009,"USA","UKR",1
"309881",2009,"UZB","UKR",1
"309882",2009,"VNM","UKR",1
"309883",2009,"AFG","ARE",1
"309884",2009,"DZA","ARE",1
"309885",2009,"ARG","ARE",1
"309886",2009,"AUS","ARE",1
"309887",2009,"AUT","ARE",1
"309888",2009,"AZE","ARE",1
"309889",2009,"BHR","ARE",1
"309890",2009,"BGD","ARE",1
"309891",2009,"BLR","ARE",1
"309892",2009,"BEL","ARE",1
"309893",2009,"BIH","ARE",1
"309894",2009,"BRA","ARE",1
"309895",2009,"BRN","ARE",1
"309896",2009,"CAN","ARE",1
"309897",2009,"CHN","ARE",1
"309898",2009,"CZE","ARE",1
"309899",2009,"EGY","ARE",1
"309900",2009,"ERI","ARE",1
"309901",2009,"FIN","ARE",0.75
"309902",2009,"FRA","ARE",1
"309903",2009,"GMB","ARE",1
"309904",2009,"DEU","ARE",1
"309905",2009,"GRC","ARE",1
"309906",2009,"HUN","ARE",1
"309907",2009,"IND","ARE",1
"309908",2009,"IDN","ARE",1
"309909",2009,"IRN","ARE",1
"309910",2009,"IRQ","ARE",1
"309911",2009,"ITA","ARE",1
"309912",2009,"JPN","ARE",1
"309913",2009,"JOR","ARE",1
"309914",2009,"KAZ","ARE",1
"309915",2009,"KEN","ARE",1
"309916",2009,"KOR","ARE",1
"309917",2009,"KWT","ARE",1
"309918",2009,"LBN","ARE",1
"309919",2009,"LBY","ARE",1
"309920",2009,"MYS","ARE",1
"309921",2009,"MRT","ARE",1
"309922",2009,"MAR","ARE",1
"309923",2009,"NPL","ARE",1
"309924",2009,"NLD","ARE",1
"309925",2009,"NGA","ARE",1
"309926",2009,"NOR","ARE",0.75
"309927",2009,"OMN","ARE",1
"309928",2009,"PAK","ARE",1
"309929",2009,"PHL","ARE",1
"309930",2009,"POL","ARE",1
"309931",2009,"QAT","ARE",1
"309932",2009,"ROU","ARE",1
"309933",2009,"RUS","ARE",1
"309934",2009,"SAU","ARE",1
"309935",2009,"SOM","ARE",1
"309936",2009,"ZAF","ARE",1
"309937",2009,"ESP","ARE",1
"309938",2009,"LKA","ARE",1
"309939",2009,"SDN","ARE",1
"309940",2009,"SWE","ARE",1
"309941",2009,"CHE","ARE",1
"309942",2009,"SYR","ARE",1
"309943",2009,"THA","ARE",1
"309944",2009,"TUN","ARE",1
"309945",2009,"TUR","ARE",1
"309946",2009,"UKR","ARE",1
"309947",2009,"GBR","ARE",1
"309948",2009,"USA","ARE",1
"309949",2009,"YEM","ARE",1
"309950",2009,"AFG","GBR",0.75
"309951",2009,"ALB","GBR",1
"309952",2009,"DZA","GBR",1
"309953",2009,"AND","GBR",1
"309954",2009,"AGO","GBR",1
"309955",2009,"ATG","GBR",1
"309956",2009,"ARG","GBR",0.75
"309957",2009,"ARM","GBR",1
"309958",2009,"AUS","GBR",1
"309959",2009,"AUT","GBR",1
"309960",2009,"AZE","GBR",1
"309961",2009,"BHS","GBR",1
"309962",2009,"BHR","GBR",1
"309963",2009,"BGD","GBR",1
"309964",2009,"BRB","GBR",1
"309965",2009,"BLR","GBR",1
"309966",2009,"BEL","GBR",1
"309967",2009,"BLZ","GBR",1
"309968",2009,"BOL","GBR",1
"309969",2009,"BIH","GBR",1
"309970",2009,"BWA","GBR",1
"309971",2009,"BRA","GBR",1
"309972",2009,"BRN","GBR",1
"309973",2009,"BGR","GBR",1
"309974",2009,"KHM","GBR",1
"309975",2009,"CMR","GBR",1
"309976",2009,"CAN","GBR",1
"309977",2009,"CHL","GBR",1
"309978",2009,"CHN","GBR",1
"309979",2009,"COL","GBR",1
"309980",2009,"COD","GBR",1
"309981",2009,"CRI","GBR",1
"309982",2009,"CIV","GBR",1
"309983",2009,"HRV","GBR",1
"309984",2009,"CUB","GBR",1
"309985",2009,"CYP","GBR",1
"309986",2009,"CZE","GBR",0.75
"309987",2009,"DNK","GBR",1
"309988",2009,"DMA","GBR",1
"309989",2009,"DOM","GBR",1
"309990",2009,"ECU","GBR",1
"309991",2009,"EGY","GBR",1
"309992",2009,"SLV","GBR",1
"309993",2009,"GNQ","GBR",1
"309994",2009,"ERI","GBR",1
"309995",2009,"EST","GBR",1
"309996",2009,"ETH","GBR",1
"309997",2009,"FJI","GBR",1
"309998",2009,"FIN","GBR",1
"309999",2009,"FRA","GBR",1
"310000",2009,"GAB","GBR",1
"310001",2009,"GMB","GBR",1
"310002",2009,"GEO","GBR",1
"310003",2009,"DEU","GBR",1
"310004",2009,"GHA","GBR",1
"310005",2009,"GRC","GBR",1
"310006",2009,"GRD","GBR",1
"310007",2009,"GTM","GBR",1
"310008",2009,"GIN","GBR",1
"310009",2009,"GUY","GBR",1
"310010",2009,"VAT","GBR",1
"310011",2009,"HND","GBR",1
"310012",2009,"HUN","GBR",1
"310013",2009,"ISL","GBR",1
"310014",2009,"IND","GBR",1
"310015",2009,"IDN","GBR",1
"310016",2009,"IRN","GBR",1
"310017",2009,"IRQ","GBR",0.75
"310018",2009,"IRL","GBR",1
"310019",2009,"ISR","GBR",1
"310020",2009,"ITA","GBR",1
"310021",2009,"JAM","GBR",1
"310022",2009,"JPN","GBR",1
"310023",2009,"JOR","GBR",1
"310024",2009,"KAZ","GBR",1
"310025",2009,"KEN","GBR",1
"310026",2009,"PRK","GBR",1
"310027",2009,"KOR","GBR",1
"310028",2009,"KOS","GBR",0.75
"310029",2009,"KWT","GBR",1
"310030",2009,"KGZ","GBR",1
"310031",2009,"LVA","GBR",1
"310032",2009,"LBN","GBR",1
"310033",2009,"LSO","GBR",1
"310034",2009,"LBR","GBR",1
"310035",2009,"LBY","GBR",0.75
"310036",2009,"LTU","GBR",0.75
"310037",2009,"LUX","GBR",1
"310038",2009,"MKD","GBR",1
"310039",2009,"MDG","GBR",0.75
"310040",2009,"MWI","GBR",1
"310041",2009,"MYS","GBR",1
"310042",2009,"MDV","GBR",1
"310043",2009,"MLT","GBR",1
"310044",2009,"MUS","GBR",1
"310045",2009,"MEX","GBR",1
"310046",2009,"MDA","GBR",1
"310047",2009,"MNG","GBR",1
"310048",2009,"MNE","GBR",1
"310049",2009,"MAR","GBR",1
"310050",2009,"MOZ","GBR",1
"310051",2009,"MMR","GBR",1
"310052",2009,"NAM","GBR",1
"310053",2009,"NPL","GBR",0.75
"310054",2009,"NLD","GBR",1
"310055",2009,"NZL","GBR",1
"310056",2009,"NIC","GBR",1
"310057",2009,"NGA","GBR",1
"310058",2009,"NOR","GBR",1
"310059",2009,"OMN","GBR",1
"310060",2009,"PAK","GBR",1
"310061",2009,"PAN","GBR",1
"310062",2009,"PNG","GBR",1
"310063",2009,"PRY","GBR",0.75
"310064",2009,"PER","GBR",1
"310065",2009,"PHL","GBR",1
"310066",2009,"POL","GBR",1
"310067",2009,"PRT","GBR",1
"310068",2009,"QAT","GBR",1
"310069",2009,"ROU","GBR",1
"310070",2009,"RUS","GBR",1
"310071",2009,"RWA","GBR",1
"310072",2009,"KNA","GBR",1
"310073",2009,"LCA","GBR",1
"310074",2009,"VCT","GBR",1
"310075",2009,"SAU","GBR",1
"310076",2009,"SEN","GBR",1
"310077",2009,"SRB","GBR",1
"310078",2009,"SLE","GBR",1
"310079",2009,"SGP","GBR",1
"310080",2009,"SVK","GBR",1
"310081",2009,"SVN","GBR",1
"310082",2009,"ZAF","GBR",1
"310083",2009,"ESP","GBR",1
"310084",2009,"LKA","GBR",1
"310085",2009,"SDN","GBR",1
"310086",2009,"SWZ","GBR",1
"310087",2009,"SWE","GBR",1
"310088",2009,"CHE","GBR",1
"310089",2009,"SYR","GBR",1
"310090",2009,"TJK","GBR",1
"310091",2009,"TZA","GBR",1
"310092",2009,"THA","GBR",1
"310093",2009,"TON","GBR",1
"310094",2009,"TTO","GBR",1
"310095",2009,"TUN","GBR",1
"310096",2009,"TUR","GBR",1
"310097",2009,"TKM","GBR",1
"310098",2009,"UGA","GBR",1
"310099",2009,"UKR","GBR",1
"310100",2009,"ARE","GBR",1
"310101",2009,"USA","GBR",0.75
"310102",2009,"URY","GBR",1
"310103",2009,"UZB","GBR",1
"310104",2009,"VEN","GBR",1
"310105",2009,"VNM","GBR",1
"310106",2009,"YEM","GBR",1
"310107",2009,"ZMB","GBR",1
"310108",2009,"ZWE","GBR",1
"310109",2009,"AFG","USA",1
"310110",2009,"ALB","USA",1
"310111",2009,"DZA","USA",1
"310112",2009,"AND","USA",1
"310113",2009,"AGO","USA",1
"310114",2009,"ATG","USA",1
"310115",2009,"ARG","USA",1
"310116",2009,"ARM","USA",1
"310117",2009,"AUS","USA",1
"310118",2009,"AUT","USA",0.75
"310119",2009,"AZE","USA",1
"310120",2009,"BHS","USA",1
"310121",2009,"BHR","USA",1
"310122",2009,"BGD","USA",1
"310123",2009,"BRB","USA",1
"310124",2009,"BLR","USA",1
"310125",2009,"BEL","USA",1
"310126",2009,"BLZ","USA",1
"310127",2009,"BEN","USA",1
"310128",2009,"BOL","USA",0.75
"310129",2009,"BIH","USA",0.75
"310130",2009,"BWA","USA",1
"310131",2009,"BRA","USA",1
"310132",2009,"BRN","USA",0.75
"310133",2009,"BGR","USA",1
"310134",2009,"BFA","USA",1
"310135",2009,"BDI","USA",1
"310136",2009,"CPV","USA",1
"310137",2009,"KHM","USA",1
"310138",2009,"CMR","USA",1
"310139",2009,"CAN","USA",1
"310140",2009,"CAF","USA",1
"310141",2009,"TCD","USA",1
"310142",2009,"CHL","USA",1
"310143",2009,"CHN","USA",1
"310144",2009,"COL","USA",1
"310145",2009,"COM","USA",1
"310146",2009,"COG","USA",1
"310147",2009,"COD","USA",1
"310148",2009,"CRI","USA",0.75
"310149",2009,"CIV","USA",1
"310150",2009,"HRV","USA",1
"310151",2009,"CUB","USA",0.125
"310152",2009,"CYP","USA",1
"310153",2009,"CZE","USA",1
"310154",2009,"DNK","USA",1
"310155",2009,"DJI","USA",1
"310156",2009,"DMA","USA",0.75
"310157",2009,"DOM","USA",0.75
"310158",2009,"ECU","USA",1
"310159",2009,"EGY","USA",1
"310160",2009,"SLV","USA",1
"310161",2009,"GNQ","USA",1
"310162",2009,"ERI","USA",1
"310163",2009,"EST","USA",1
"310164",2009,"ETH","USA",1
"310165",2009,"FJI","USA",1
"310166",2009,"FIN","USA",1
"310167",2009,"FRA","USA",1
"310168",2009,"GAB","USA",1
"310169",2009,"GMB","USA",1
"310170",2009,"GEO","USA",1
"310171",2009,"DEU","USA",1
"310172",2009,"GHA","USA",0.75
"310173",2009,"GRC","USA",1
"310174",2009,"GRD","USA",0.75
"310175",2009,"GTM","USA",1
"310176",2009,"GIN","USA",1
"310177",2009,"GUY","USA",1
"310178",2009,"HTI","USA",1
"310179",2009,"VAT","USA",1
"310180",2009,"HND","USA",1
"310181",2009,"HUN","USA",1
"310182",2009,"ISL","USA",1
"310183",2009,"IND","USA",0.75
"310184",2009,"IDN","USA",1
"310185",2009,"IRN","USA",0.125
"310186",2009,"IRQ","USA",1
"310187",2009,"IRL","USA",1
"310188",2009,"ISR","USA",1
"310189",2009,"ITA","USA",1
"310190",2009,"JAM","USA",1
"310191",2009,"JPN","USA",1
"310192",2009,"JOR","USA",1
"310193",2009,"KAZ","USA",1
"310194",2009,"KEN","USA",1
"310195",2009,"KOR","USA",0.75
"310196",2009,"KOS","USA",1
"310197",2009,"KWT","USA",1
"310198",2009,"KGZ","USA",1
"310199",2009,"LAO","USA",1
"310200",2009,"LVA","USA",1
"310201",2009,"LBN","USA",1
"310202",2009,"LSO","USA",1
"310203",2009,"LBR","USA",1
"310204",2009,"LBY","USA",0.75
"310205",2009,"LIE","USA",1
"310206",2009,"LTU","USA",1
"310207",2009,"LUX","USA",1
"310208",2009,"MKD","USA",1
"310209",2009,"MDG","USA",1
"310210",2009,"MWI","USA",1
"310211",2009,"MYS","USA",0.75
"310212",2009,"MDV","USA",0.75
"310213",2009,"MLI","USA",1
"310214",2009,"MLT","USA",1
"310215",2009,"MHL","USA",1
"310216",2009,"MRT","USA",1
"310217",2009,"MUS","USA",1
"310218",2009,"MEX","USA",1
"310219",2009,"FSM","USA",1
"310220",2009,"MDA","USA",1
"310221",2009,"MCO","USA",1
"310222",2009,"MNG","USA",1
"310223",2009,"MNE","USA",1
"310224",2009,"MAR","USA",1
"310225",2009,"MOZ","USA",1
"310226",2009,"MMR","USA",0.75
"310227",2009,"NAM","USA",1
"310228",2009,"NRU","USA",1
"310229",2009,"NPL","USA",1
"310230",2009,"NLD","USA",1
"310231",2009,"NZL","USA",1
"310232",2009,"NIC","USA",0.75
"310233",2009,"NER","USA",1
"310234",2009,"NGA","USA",0.75
"310235",2009,"NOR","USA",1
"310236",2009,"OMN","USA",1
"310237",2009,"PAK","USA",1
"310238",2009,"PLW","USA",1
"310239",2009,"PAN","USA",1
"310240",2009,"PNG","USA",1
"310241",2009,"PRY","USA",1
"310242",2009,"PER","USA",1
"310243",2009,"PHL","USA",1
"310244",2009,"POL","USA",1
"310245",2009,"PRT","USA",1
"310246",2009,"QAT","USA",1
"310247",2009,"ROU","USA",1
"310248",2009,"RUS","USA",1
"310249",2009,"RWA","USA",1
"310250",2009,"KNA","USA",1
"310251",2009,"LCA","USA",1
"310252",2009,"VCT","USA",1
"310253",2009,"WSM","USA",1
"310254",2009,"STP","USA",1
"310255",2009,"SAU","USA",1
"310256",2009,"SEN","USA",1
"310257",2009,"SRB","USA",1
"310258",2009,"SYC","USA",1
"310259",2009,"SLE","USA",1
"310260",2009,"SGP","USA",1
"310261",2009,"SVK","USA",1
"310262",2009,"SVN","USA",1
"310263",2009,"SLB","USA",1
"310264",2009,"ZAF","USA",1
"310265",2009,"ESP","USA",1
"310266",2009,"LKA","USA",1
"310267",2009,"SDN","USA",0.75
"310268",2009,"SUR","USA",1
"310269",2009,"SWZ","USA",1
"310270",2009,"SWE","USA",1
"310271",2009,"CHE","USA",1
"310272",2009,"SYR","USA",1
"310273",2009,"TJK","USA",1
"310274",2009,"TZA","USA",1
"310275",2009,"THA","USA",0.75
"310276",2009,"TLS","USA",0.75
"310277",2009,"TGO","USA",0.75
"310278",2009,"TON","USA",1
"310279",2009,"TTO","USA",1
"310280",2009,"TUN","USA",1
"310281",2009,"TUR","USA",1
"310282",2009,"TKM","USA",1
"310283",2009,"UGA","USA",1
"310284",2009,"UKR","USA",1
"310285",2009,"ARE","USA",1
"310286",2009,"GBR","USA",1
"310287",2009,"URY","USA",1
"310288",2009,"UZB","USA",1
"310289",2009,"VEN","USA",0.75
"310290",2009,"VNM","USA",1
"310291",2009,"YEM","USA",1
"310292",2009,"ZMB","USA",1
"310293",2009,"ZWE","USA",1
"310294",2009,"ARG","URY",1
"310295",2009,"BOL","URY",1
"310296",2009,"BRA","URY",1
"310297",2009,"CAN","URY",1
"310298",2009,"CHL","URY",1
"310299",2009,"CHN","URY",1
"310300",2009,"COL","URY",1
"310301",2009,"CRI","URY",1
"310302",2009,"CUB","URY",1
"310303",2009,"DOM","URY",1
"310304",2009,"ECU","URY",1
"310305",2009,"EGY","URY",1
"310306",2009,"SLV","URY",1
"310307",2009,"FRA","URY",1
"310308",2009,"DEU","URY",1
"310309",2009,"GRC","URY",1
"310310",2009,"GTM","URY",1
"310311",2009,"VAT","URY",1
"310312",2009,"IRN","URY",1
"310313",2009,"ISR","URY",1
"310314",2009,"ITA","URY",1
"310315",2009,"JPN","URY",1
"310316",2009,"KOR","URY",1
"310317",2009,"LBN","URY",1
"310318",2009,"MEX","URY",1
"310319",2009,"NLD","URY",1
"310320",2009,"PAN","URY",1
"310321",2009,"PRY","URY",0.75
"310322",2009,"PER","URY",1
"310323",2009,"POL","URY",1
"310324",2009,"PRT","URY",1
"310325",2009,"ROU","URY",1
"310326",2009,"RUS","URY",1
"310327",2009,"ESP","URY",1
"310328",2009,"CHE","URY",1
"310329",2009,"GBR","URY",1
"310330",2009,"USA","URY",0.75
"310331",2009,"VEN","URY",1
"310332",2009,"AFG","UZB",0.75
"310333",2009,"DZA","UZB",1
"310334",2009,"AZE","UZB",1
"310335",2009,"BGD","UZB",1
"310336",2009,"BLR","UZB",1
"310337",2009,"BGR","UZB",1
"310338",2009,"CHN","UZB",1
"310339",2009,"CZE","UZB",1
"310340",2009,"EGY","UZB",1
"310341",2009,"FRA","UZB",1
"310342",2009,"GEO","UZB",1
"310343",2009,"DEU","UZB",1
"310344",2009,"IND","UZB",1
"310345",2009,"IDN","UZB",1
"310346",2009,"IRN","UZB",1
"310347",2009,"ISR","UZB",1
"310348",2009,"ITA","UZB",1
"310349",2009,"JPN","UZB",1
"310350",2009,"JOR","UZB",0.75
"310351",2009,"KAZ","UZB",1
"310352",2009,"PRK","UZB",1
"310353",2009,"KOR","UZB",1
"310354",2009,"KWT","UZB",1
"310355",2009,"KGZ","UZB",1
"310356",2009,"LVA","UZB",1
"310357",2009,"MYS","UZB",1
"310358",2009,"PAK","UZB",1
"310359",2009,"POL","UZB",0.75
"310360",2009,"ROU","UZB",1
"310361",2009,"RUS","UZB",0.75
"310362",2009,"SAU","UZB",1
"310363",2009,"SVK","UZB",1
"310364",2009,"CHE","UZB",1
"310365",2009,"TJK","UZB",1
"310366",2009,"TUR","UZB",1
"310367",2009,"TKM","UZB",1
"310368",2009,"UKR","UZB",1
"310369",2009,"GBR","UZB",1
"310370",2009,"USA","UZB",1
"310371",2009,"VNM","UZB",1
"310372",2009,"AUS","VUT",1
"310373",2009,"CHN","VUT",1
"310374",2009,"FRA","VUT",1
"310375",2009,"NZL","VUT",1
"310376",2009,"DZA","VEN",1
"310377",2009,"ARG","VEN",1
"310378",2009,"AUT","VEN",1
"310379",2009,"BRB","VEN",1
"310380",2009,"BLR","VEN",0.75
"310381",2009,"BEL","VEN",1
"310382",2009,"BOL","VEN",0.75
"310383",2009,"BRA","VEN",1
"310384",2009,"BGR","VEN",1
"310385",2009,"CAN","VEN",1
"310386",2009,"CHL","VEN",1
"310387",2009,"CHN","VEN",1
"310388",2009,"COL","VEN",1
"310389",2009,"CRI","VEN",1
"310390",2009,"CUB","VEN",1
"310391",2009,"CZE","VEN",1
"310392",2009,"DOM","VEN",1
"310393",2009,"ECU","VEN",1
"310394",2009,"EGY","VEN",1
"310395",2009,"SLV","VEN",0.75
"310396",2009,"FIN","VEN",1
"310397",2009,"FRA","VEN",1
"310398",2009,"GMB","VEN",1
"310399",2009,"DEU","VEN",1
"310400",2009,"GRC","VEN",1
"310401",2009,"GRD","VEN",1
"310402",2009,"GTM","VEN",1
"310403",2009,"GUY","VEN",1
"310404",2009,"HTI","VEN",0.75
"310405",2009,"VAT","VEN",1
"310406",2009,"HND","VEN",0.75
"310407",2009,"IND","VEN",1
"310408",2009,"IDN","VEN",1
"310409",2009,"IRN","VEN",1
"310410",2009,"IRQ","VEN",0.75
"310411",2009,"ITA","VEN",1
"310412",2009,"JAM","VEN",1
"310413",2009,"JPN","VEN",1
"310414",2009,"KOR","VEN",1
"310415",2009,"KWT","VEN",1
"310416",2009,"LBN","VEN",1
"310417",2009,"MYS","VEN",1
"310418",2009,"MEX","VEN",1
"310419",2009,"NLD","VEN",1
"310420",2009,"NIC","VEN",1
"310421",2009,"NGA","VEN",1
"310422",2009,"NOR","VEN",0.75
"310423",2009,"PAN","VEN",1
"310424",2009,"PRY","VEN",1
"310425",2009,"PER","VEN",1
"310426",2009,"PHL","VEN",0.75
"310427",2009,"POL","VEN",1
"310428",2009,"PRT","VEN",1
"310429",2009,"QAT","VEN",1
"310430",2009,"ROU","VEN",1
"310431",2009,"RUS","VEN",1
"310432",2009,"SAU","VEN",1
"310433",2009,"ZAF","VEN",1
"310434",2009,"ESP","VEN",1
"310435",2009,"SUR","VEN",1
"310436",2009,"CHE","VEN",1
"310437",2009,"SYR","VEN",1
"310438",2009,"TTO","VEN",1
"310439",2009,"TUR","VEN",1
"310440",2009,"GBR","VEN",1
"310441",2009,"USA","VEN",0.75
"310442",2009,"URY","VEN",1
"310443",2009,"VNM","VEN",1
"310444",2009,"DZA","VNM",1
"310445",2009,"ARG","VNM",1
"310446",2009,"AUS","VNM",1
"310447",2009,"AUT","VNM",1
"310448",2009,"BGD","VNM",1
"310449",2009,"BLR","VNM",1
"310450",2009,"BEL","VNM",1
"310451",2009,"BRA","VNM",1
"310452",2009,"BRN","VNM",1
"310453",2009,"BGR","VNM",1
"310454",2009,"KHM","VNM",1
"310455",2009,"CAN","VNM",1
"310456",2009,"CHL","VNM",1
"310457",2009,"CHN","VNM",1
"310458",2009,"CUB","VNM",1
"310459",2009,"CZE","VNM",1
"310460",2009,"DNK","VNM",1
"310461",2009,"EGY","VNM",1
"310462",2009,"FIN","VNM",1
"310463",2009,"FRA","VNM",1
"310464",2009,"DEU","VNM",1
"310465",2009,"HUN","VNM",1
"310466",2009,"IND","VNM",1
"310467",2009,"IDN","VNM",1
"310468",2009,"IRN","VNM",1
"310469",2009,"IRQ","VNM",1
"310470",2009,"IRL","VNM",1
"310471",2009,"ISR","VNM",1
"310472",2009,"ITA","VNM",1
"310473",2009,"JPN","VNM",1
"310474",2009,"PRK","VNM",1
"310475",2009,"KOR","VNM",1
"310476",2009,"LAO","VNM",1
"310477",2009,"LBY","VNM",1
"310478",2009,"MYS","VNM",1
"310479",2009,"MEX","VNM",1
"310480",2009,"MNG","VNM",1
"310481",2009,"MAR","VNM",1
"310482",2009,"MMR","VNM",1
"310483",2009,"NLD","VNM",1
"310484",2009,"NZL","VNM",1
"310485",2009,"NOR","VNM",1
"310486",2009,"PAK","VNM",1
"310487",2009,"PAN","VNM",1
"310488",2009,"PHL","VNM",1
"310489",2009,"POL","VNM",1
"310490",2009,"ROU","VNM",1
"310491",2009,"RUS","VNM",1
"310492",2009,"SGP","VNM",1
"310493",2009,"ZAF","VNM",1
"310494",2009,"ESP","VNM",1
"310495",2009,"LKA","VNM",1
"310496",2009,"SWE","VNM",1
"310497",2009,"CHE","VNM",1
"310498",2009,"THA","VNM",1
"310499",2009,"TUR","VNM",1
"310500",2009,"UKR","VNM",1
"310501",2009,"GBR","VNM",1
"310502",2009,"USA","VNM",1
"310503",2009,"VEN","VNM",1
"310504",2009,"DZA","YEM",1
"310505",2009,"BGR","YEM",1
"310506",2009,"CHN","YEM",1
"310507",2009,"CUB","YEM",1
"310508",2009,"CZE","YEM",1
"310509",2009,"DJI","YEM",1
"310510",2009,"EGY","YEM",1
"310511",2009,"ERI","YEM",1
"310512",2009,"ETH","YEM",1
"310513",2009,"FRA","YEM",1
"310514",2009,"DEU","YEM",1
"310515",2009,"IND","YEM",1
"310516",2009,"IDN","YEM",1
"310517",2009,"IRN","YEM",1
"310518",2009,"IRQ","YEM",1
"310519",2009,"ITA","YEM",1
"310520",2009,"JPN","YEM",1
"310521",2009,"JOR","YEM",1
"310522",2009,"PRK","YEM",0.75
"310523",2009,"KOR","YEM",1
"310524",2009,"KWT","YEM",1
"310525",2009,"LBN","YEM",1
"310526",2009,"LBY","YEM",1
"310527",2009,"MYS","YEM",1
"310528",2009,"MRT","YEM",1
"310529",2009,"MAR","YEM",1
"310530",2009,"NLD","YEM",1
"310531",2009,"OMN","YEM",1
"310532",2009,"PAK","YEM",1
"310533",2009,"QAT","YEM",1
"310534",2009,"RUS","YEM",1
"310535",2009,"SAU","YEM",1
"310536",2009,"SOM","YEM",1
"310537",2009,"ESP","YEM",1
"310538",2009,"SDN","YEM",1
"310539",2009,"SYR","YEM",1
"310540",2009,"TUN","YEM",1
"310541",2009,"TUR","YEM",1
"310542",2009,"ARE","YEM",1
"310543",2009,"GBR","YEM",1
"310544",2009,"USA","YEM",1
"310545",2009,"AGO","ZMB",1
"310546",2009,"BWA","ZMB",1
"310547",2009,"BRA","ZMB",1
"310548",2009,"CAN","ZMB",1
"310549",2009,"CHN","ZMB",1
"310550",2009,"COD","ZMB",1
"310551",2009,"CUB","ZMB",1
"310552",2009,"DNK","ZMB",1
"310553",2009,"EGY","ZMB",1
"310554",2009,"FIN","ZMB",1
"310555",2009,"FRA","ZMB",1
"310556",2009,"DEU","ZMB",1
"310557",2009,"VAT","ZMB",1
"310558",2009,"IND","ZMB",1
"310559",2009,"IRL","ZMB",1
"310560",2009,"ITA","ZMB",1
"310561",2009,"JPN","ZMB",1
"310562",2009,"KEN","ZMB",1
"310563",2009,"LBY","ZMB",1
"310564",2009,"MWI","ZMB",1
"310565",2009,"MOZ","ZMB",1
"310566",2009,"NAM","ZMB",1
"310567",2009,"NLD","ZMB",1
"310568",2009,"NGA","ZMB",1
"310569",2009,"NOR","ZMB",1
"310570",2009,"RUS","ZMB",1
"310571",2009,"SAU","ZMB",1
"310572",2009,"SRB","ZMB",0.75
"310573",2009,"SOM","ZMB",1
"310574",2009,"ZAF","ZMB",1
"310575",2009,"SDN","ZMB",1
"310576",2009,"SWE","ZMB",1
"310577",2009,"TZA","ZMB",1
"310578",2009,"GBR","ZMB",1
"310579",2009,"USA","ZMB",1
"310580",2009,"ZWE","ZMB",1
"310581",2009,"AGO","ZWE",1
"310582",2009,"AUS","ZWE",1
"310583",2009,"AUT","ZWE",1
"310584",2009,"BGD","ZWE",1
"310585",2009,"BWA","ZWE",1
