"","Year","Sender","Receiver","LOR"
"137364",1987,"BEL","DDR",1
"137365",1987,"BOL","DDR",1
"137366",1987,"BRA","DDR",1
"137367",1987,"BGR","DDR",1
"137368",1987,"KHM","DDR",1
"137369",1987,"CHN","DDR",1
"137370",1987,"COL","DDR",1
"137371",1987,"COG","DDR",1
"137372",1987,"COD","DDR",1
"137373",1987,"CUB","DDR",1
"137374",1987,"CSK","DDR",1
"137375",1987,"DNK","DDR",1
"137376",1987,"ECU","DDR",1
"137377",1987,"EGY","DDR",1
"137378",1987,"ETH","DDR",1
"137379",1987,"FIN","DDR",1
"137380",1987,"FRA","DDR",1
"137381",1987,"DEU","DDR",0.75
"137382",1987,"GHA","DDR",1
"137383",1987,"GRC","DDR",1
"137384",1987,"GIN","DDR",1
"137385",1987,"GNB","DDR",1
"137386",1987,"HUN","DDR",1
"137387",1987,"IND","DDR",1
"137388",1987,"IDN","DDR",1
"137389",1987,"IRN","DDR",1
"137390",1987,"IRQ","DDR",1
"137391",1987,"ITA","DDR",1
"137392",1987,"JPN","DDR",1
"137393",1987,"PRK","DDR",1
"137394",1987,"LAO","DDR",1
"137395",1987,"LBN","DDR",1
"137396",1987,"LBY","DDR",1
"137397",1987,"MLI","DDR",1
"137398",1987,"MEX","DDR",1
"137399",1987,"MNG","DDR",1
"137400",1987,"MOZ","DDR",1
"137401",1987,"NLD","DDR",1
"137402",1987,"NIC","DDR",1
"137403",1987,"NGA","DDR",0.75
"137404",1987,"NOR","DDR",1
"137405",1987,"PAK","DDR",1
"137406",1987,"PAN","DDR",0.75
"137407",1987,"PER","DDR",1
"137408",1987,"PHL","DDR",1
"137409",1987,"POL","DDR",1
"137410",1987,"PRT","DDR",1
"137411",1987,"ROU","DDR",1
"137412",1987,"RUS","DDR",1
"137413",1987,"SOM","DDR",1
"137414",1987,"ESP","DDR",1
"137415",1987,"SDN","DDR",1
"137416",1987,"SWE","DDR",1
"137417",1987,"CHE","DDR",1
"137418",1987,"SYR","DDR",1
"137419",1987,"TUN","DDR",1
"137420",1987,"TUR","DDR",1
"137421",1987,"GBR","DDR",1
"137422",1987,"USA","DDR",1
"137423",1987,"URY","DDR",1
"137424",1987,"VEN","DDR",1
"137425",1987,"VNM","DDR",1
"137426",1987,"YUG","DDR",1
"137427",1987,"ZWE","DDR",1
"137428",1987,"YEM","DEU",1
"137429",1987,"AFG","DEU",0.75
"137430",1987,"DZA","DEU",1
"137431",1987,"ARG","DEU",1
"137432",1987,"AUS","DEU",1
"137433",1987,"AUT","DEU",1
"137434",1987,"BGD","DEU",1
"137435",1987,"BEL","DEU",1
"137436",1987,"BEN","DEU",1
"137437",1987,"BOL","DEU",1
"137438",1987,"BRA","DEU",1
"137439",1987,"BGR","DEU",1
"137440",1987,"BFA","DEU",1
"137441",1987,"BDI","DEU",1
"137442",1987,"CMR","DEU",1
"137443",1987,"CAN","DEU",1
"137444",1987,"CAF","DEU",1
"137445",1987,"TCD","DEU",1
"137446",1987,"CHL","DEU",1
"137447",1987,"CHN","DEU",1
"137448",1987,"COL","DEU",1
"137449",1987,"COG","DEU",1
"137450",1987,"COD","DEU",1
"137451",1987,"CRI","DEU",1
"137452",1987,"CIV","DEU",1
"137453",1987,"CUB","DEU",1
"137454",1987,"CYP","DEU",1
"137455",1987,"CSK","DEU",1
"137456",1987,"DNK","DEU",1
"137457",1987,"DOM","DEU",1
"137458",1987,"ECU","DEU",1
"137459",1987,"EGY","DEU",1
"137460",1987,"SLV","DEU",1
"137461",1987,"ETH","DEU",1
"137462",1987,"FIN","DEU",1
"137463",1987,"FRA","DEU",1
"137464",1987,"GAB","DEU",1
"137465",1987,"DDR","DEU",0.75
"137466",1987,"GHA","DEU",1
"137467",1987,"GRC","DEU",1
"137468",1987,"GTM","DEU",1
"137469",1987,"GIN","DEU",1
"137470",1987,"HTI","DEU",1
"137471",1987,"VAT","DEU",1
"137472",1987,"HND","DEU",1
"137473",1987,"HUN","DEU",1
"137474",1987,"ISL","DEU",1
"137475",1987,"IND","DEU",1
"137476",1987,"IDN","DEU",1
"137477",1987,"IRN","DEU",1
"137478",1987,"IRQ","DEU",1
"137479",1987,"IRL","DEU",1
"137480",1987,"ISR","DEU",1
"137481",1987,"ITA","DEU",1
"137482",1987,"JAM","DEU",1
"137483",1987,"JPN","DEU",1
"137484",1987,"JOR","DEU",1
"137485",1987,"KEN","DEU",1
"137486",1987,"KOR","DEU",1
"137487",1987,"KWT","DEU",1
"137488",1987,"LBN","DEU",1
"137489",1987,"LSO","DEU",1
"137490",1987,"LBR","DEU",1
"137491",1987,"LBY","DEU",1
"137492",1987,"LUX","DEU",1
"137493",1987,"MDG","DEU",1
"137494",1987,"MWI","DEU",1
"137495",1987,"MYS","DEU",1
"137496",1987,"MLI","DEU",1
"137497",1987,"MLT","DEU",1
"137498",1987,"MRT","DEU",1
"137499",1987,"MEX","DEU",1
"137500",1987,"MCO","DEU",1
"137501",1987,"MAR","DEU",1
"137502",1987,"MMR","DEU",1
"137503",1987,"NPL","DEU",1
"137504",1987,"NLD","DEU",1
"137505",1987,"NZL","DEU",1
"137506",1987,"NIC","DEU",1
"137507",1987,"NER","DEU",1
"137508",1987,"NGA","DEU",1
"137509",1987,"NOR","DEU",1
"137510",1987,"OMN","DEU",1
"137511",1987,"PAK","DEU",1
"137512",1987,"PAN","DEU",1
"137513",1987,"PNG","DEU",1
"137514",1987,"PRY","DEU",1
"137515",1987,"PER","DEU",1
"137516",1987,"PHL","DEU",1
"137517",1987,"POL","DEU",1
"137518",1987,"PRT","DEU",1
"137519",1987,"QAT","DEU",1
"137520",1987,"ROU","DEU",1
"137521",1987,"RUS","DEU",1
"137522",1987,"RWA","DEU",1
"137523",1987,"SAU","DEU",1
"137524",1987,"SEN","DEU",1
"137525",1987,"SGP","DEU",1
"137526",1987,"SOM","DEU",1
"137527",1987,"ZAF","DEU",1
"137528",1987,"ESP","DEU",1
"137529",1987,"LKA","DEU",1
"137530",1987,"SDN","DEU",1
"137531",1987,"SWE","DEU",1
"137532",1987,"CHE","DEU",1
"137533",1987,"SYR","DEU",1
"137534",1987,"TZA","DEU",1
"137535",1987,"THA","DEU",1
"137536",1987,"TGO","DEU",1
"137537",1987,"TUN","DEU",1
"137538",1987,"TUR","DEU",1
"137539",1987,"UGA","DEU",1
"137540",1987,"ARE","DEU",1
"137541",1987,"GBR","DEU",1
"137542",1987,"USA","DEU",1
"137543",1987,"URY","DEU",1
"137544",1987,"VEN","DEU",1
"137545",1987,"VNM","DEU",1
"137546",1987,"YUG","DEU",1
"137547",1987,"ZMB","DEU",1
"137548",1987,"ZWE","DEU",1
"137549",1987,"DZA","GHA",1
"137550",1987,"AUT","GHA",0.75
"137551",1987,"BEN","GHA",0.75
"137552",1987,"BRA","GHA",1
"137553",1987,"BGR","GHA",1
"137554",1987,"BFA","GHA",1
"137555",1987,"CAN","GHA",1
"137556",1987,"CHN","GHA",1
"137557",1987,"COD","GHA",1
"137558",1987,"CIV","GHA",1
"137559",1987,"CUB","GHA",1
"137560",1987,"CSK","GHA",1
"137561",1987,"EGY","GHA",1
"137562",1987,"ETH","GHA",1
"137563",1987,"FRA","GHA",1
"137564",1987,"DDR","GHA",1
"137565",1987,"DEU","GHA",1
"137566",1987,"GIN","GHA",1
"137567",1987,"VAT","GHA",1
"137568",1987,"HUN","GHA",1
"137569",1987,"IND","GHA",1
"137570",1987,"ITA","GHA",1
"137571",1987,"JPN","GHA",1
"137572",1987,"PRK","GHA",1
"137573",1987,"KOR","GHA",1
"137574",1987,"LBN","GHA",1
"137575",1987,"LBR","GHA",1
"137576",1987,"LBY","GHA",1
"137577",1987,"MLI","GHA",1
"137578",1987,"NLD","GHA",0.75
"137579",1987,"NER","GHA",0.75
"137580",1987,"NGA","GHA",1
"137581",1987,"PAK","GHA",1
"137582",1987,"POL","GHA",0.75
"137583",1987,"ROU","GHA",0.75
"137584",1987,"RUS","GHA",1
"137585",1987,"SAU","GHA",0.75
"137586",1987,"ESP","GHA",1
"137587",1987,"CHE","GHA",0.75
"137588",1987,"TGO","GHA",1
"137589",1987,"GBR","GHA",1
"137590",1987,"USA","GHA",1
"137591",1987,"YUG","GHA",1
"137592",1987,"ALB","GRC",1
"137593",1987,"DZA","GRC",0.75
"137594",1987,"ARG","GRC",1
"137595",1987,"AUS","GRC",1
"137596",1987,"AUT","GRC",1
"137597",1987,"BEL","GRC",0.75
"137598",1987,"BRA","GRC",1
"137599",1987,"BGR","GRC",1
"137600",1987,"CAN","GRC",1
"137601",1987,"CHL","GRC",0.75
"137602",1987,"CHN","GRC",1
"137603",1987,"COD","GRC",1
"137604",1987,"CUB","GRC",1
"137605",1987,"CYP","GRC",1
"137606",1987,"CSK","GRC",1
"137607",1987,"DNK","GRC",0.75
"137608",1987,"EGY","GRC",0.75
"137609",1987,"ETH","GRC",1
"137610",1987,"FIN","GRC",1
"137611",1987,"FRA","GRC",1
"137612",1987,"DDR","GRC",1
"137613",1987,"DEU","GRC",1
"137614",1987,"HND","GRC",0.75
"137615",1987,"HUN","GRC",1
"137616",1987,"IND","GRC",1
"137617",1987,"IRN","GRC",1
"137618",1987,"IRQ","GRC",1
"137619",1987,"IRL","GRC",1
"137620",1987,"ISR","GRC",0.75
"137621",1987,"ITA","GRC",1
"137622",1987,"JPN","GRC",1
"137623",1987,"JOR","GRC",1
"137624",1987,"KOR","GRC",1
"137625",1987,"KWT","GRC",1
"137626",1987,"LBN","GRC",1
"137627",1987,"LBY","GRC",1
"137628",1987,"MEX","GRC",1
"137629",1987,"MAR","GRC",1
"137630",1987,"NLD","GRC",1
"137631",1987,"NZL","GRC",1
"137632",1987,"NOR","GRC",1
"137633",1987,"PAK","GRC",1
"137634",1987,"PAN","GRC",1
"137635",1987,"POL","GRC",1
"137636",1987,"PRT","GRC",1
"137637",1987,"ROU","GRC",1
"137638",1987,"RUS","GRC",1
"137639",1987,"SAU","GRC",1
"137640",1987,"ZAF","GRC",1
"137641",1987,"ESP","GRC",1
"137642",1987,"SWE","GRC",1
"137643",1987,"CHE","GRC",1
"137644",1987,"SYR","GRC",1
"137645",1987,"THA","GRC",0.75
"137646",1987,"TUN","GRC",1
"137647",1987,"TUR","GRC",1
"137648",1987,"GBR","GRC",1
"137649",1987,"USA","GRC",1
"137650",1987,"URY","GRC",1
"137651",1987,"VEN","GRC",1
"137652",1987,"YUG","GRC",1
"137653",1987,"USA","GRD",0.75
"137654",1987,"VEN","GRD",1
"137655",1987,"ARG","GTM",1
"137656",1987,"AUT","GTM",0.75
"137657",1987,"BEL","GTM",1
"137658",1987,"BOL","GTM",0.75
"137659",1987,"BRA","GTM",1
"137660",1987,"CAN","GTM",1
"137661",1987,"CHL","GTM",1
"137662",1987,"COL","GTM",1
"137663",1987,"CRI","GTM",0.75
"137664",1987,"DOM","GTM",1
"137665",1987,"ECU","GTM",1
"137666",1987,"EGY","GTM",1
"137667",1987,"SLV","GTM",1
"137668",1987,"FRA","GTM",1
"137669",1987,"DEU","GTM",1
"137670",1987,"VAT","GTM",1
"137671",1987,"HND","GTM",1
"137672",1987,"ISR","GTM",1
"137673",1987,"ITA","GTM",1
"137674",1987,"JPN","GTM",1
"137675",1987,"KOR","GTM",1
"137676",1987,"MEX","GTM",1
"137677",1987,"NIC","GTM",0.75
"137678",1987,"PER","GTM",1
"137679",1987,"ESP","GTM",1
"137680",1987,"SWE","GTM",1
"137681",1987,"CHE","GTM",1
"137682",1987,"TWN","GTM",1
"137683",1987,"USA","GTM",1
"137684",1987,"URY","GTM",0.75
"137685",1987,"VEN","GTM",1
"137686",1987,"DZA","GIN",0.75
"137687",1987,"BEN","GIN",1
"137688",1987,"CHN","GIN",1
"137689",1987,"COG","GIN",1
"137690",1987,"COD","GIN",1
"137691",1987,"CIV","GIN",0.75
"137692",1987,"CUB","GIN",1
"137693",1987,"CSK","GIN",1
"137694",1987,"EGY","GIN",1
"137695",1987,"FRA","GIN",1
"137696",1987,"DDR","GIN",1
"137697",1987,"DEU","GIN",1
"137698",1987,"GHA","GIN",1
"137699",1987,"GNB","GIN",1
"137700",1987,"HUN","GIN",1
"137701",1987,"IND","GIN",1
"137702",1987,"IRQ","GIN",0.75
"137703",1987,"ITA","GIN",1
"137704",1987,"JPN","GIN",0.75
"137705",1987,"PRK","GIN",1
"137706",1987,"LBN","GIN",1
"137707",1987,"LBR","GIN",0.75
"137708",1987,"LBY","GIN",0.75
"137709",1987,"MLI","GIN",1
"137710",1987,"MAR","GIN",1
"137711",1987,"NGA","GIN",1
"137712",1987,"ROU","GIN",1
"137713",1987,"RUS","GIN",1
"137714",1987,"SAU","GIN",0.75
"137715",1987,"SLE","GIN",1
"137716",1987,"CHE","GIN",0.75
"137717",1987,"SYR","GIN",0.75
"137718",1987,"TZA","GIN",1
"137719",1987,"USA","GIN",0.75
"137720",1987,"VNM","GIN",1
"137721",1987,"YUG","GIN",1
"137722",1987,"DZA","GNB",1
"137723",1987,"BRA","GNB",1
"137724",1987,"CPV","GNB",1
"137725",1987,"CHN","GNB",1
"137726",1987,"CUB","GNB",1
"137727",1987,"EGY","GNB",1
"137728",1987,"FRA","GNB",1
"137729",1987,"DDR","GNB",1
"137730",1987,"GIN","GNB",1
"137731",1987,"PRK","GNB",1
"137732",1987,"LBY","GNB",1
"137733",1987,"PRT","GNB",1
"137734",1987,"RUS","GNB",1
"137735",1987,"SEN","GNB",1
"137736",1987,"USA","GNB",1
"137737",1987,"BRA","GUY",1
"137738",1987,"CAN","GUY",1
"137739",1987,"CHN","GUY",1
"137740",1987,"COL","GUY",1
"137741",1987,"CUB","GUY",1
"137742",1987,"DDR","GUY",0.75
"137743",1987,"IND","GUY",1
"137744",1987,"PRK","GUY",1
"137745",1987,"LBY","GUY",0.75
"137746",1987,"RUS","GUY",1
"137747",1987,"SUR","GUY",1
"137748",1987,"TTO","GUY",1
"137749",1987,"GBR","GUY",1
"137750",1987,"USA","GUY",1
"137751",1987,"VEN","GUY",1
"137752",1987,"YUG","GUY",1
"137753",1987,"ARG","HTI",0.75
"137754",1987,"BRA","HTI",1
"137755",1987,"CAN","HTI",1
"137756",1987,"CHL","HTI",1
"137757",1987,"COL","HTI",1
"137758",1987,"DOM","HTI",1
"137759",1987,"ECU","HTI",0.75
"137760",1987,"FRA","HTI",1
"137761",1987,"DEU","HTI",1
"137762",1987,"VAT","HTI",1
"137763",1987,"ISR","HTI",1
"137764",1987,"ITA","HTI",1
"137765",1987,"JPN","HTI",1
"137766",1987,"LBR","HTI",1
"137767",1987,"MEX","HTI",1
"137768",1987,"PAN","HTI",1
"137769",1987,"PER","HTI",1
"137770",1987,"ESP","HTI",1
"137771",1987,"TWN","HTI",1
"137772",1987,"USA","HTI",1
"137773",1987,"VEN","HTI",1
"137774",1987,"ARG","VAT",1
"137775",1987,"AUS","VAT",0.75
"137776",1987,"AUT","VAT",1
"137777",1987,"BEL","VAT",1
"137778",1987,"BOL","VAT",1
"137779",1987,"BRA","VAT",1
"137780",1987,"CAN","VAT",1
"137781",1987,"CAF","VAT",1
"137782",1987,"CHL","VAT",1
"137783",1987,"COL","VAT",0.75
"137784",1987,"COD","VAT",1
"137785",1987,"CRI","VAT",0.75
"137786",1987,"CIV","VAT",1
"137787",1987,"CUB","VAT",1
"137788",1987,"DNK","VAT",1
"137789",1987,"DOM","VAT",1
"137790",1987,"ECU","VAT",1
"137791",1987,"EGY","VAT",1
"137792",1987,"SLV","VAT",1
"137793",1987,"FIN","VAT",1
"137794",1987,"FRA","VAT",1
"137795",1987,"DEU","VAT",1
"137796",1987,"GTM","VAT",0.75
"137797",1987,"HTI","VAT",1
"137798",1987,"HND","VAT",1
"137799",1987,"IDN","VAT",1
"137800",1987,"IRN","VAT",1
"137801",1987,"IRL","VAT",1
"137802",1987,"ITA","VAT",1
"137803",1987,"JPN","VAT",1
"137804",1987,"KOR","VAT",1
"137805",1987,"LBN","VAT",1
"137806",1987,"LBR","VAT",1
"137807",1987,"LUX","VAT",1
"137808",1987,"MCO","VAT",1
"137809",1987,"NLD","VAT",1
"137810",1987,"NIC","VAT",1
"137811",1987,"PAN","VAT",1
"137812",1987,"PRY","VAT",1
"137813",1987,"PER","VAT",1
"137814",1987,"PHL","VAT",1
"137815",1987,"POL","VAT",0.75
"137816",1987,"PRT","VAT",1
"137817",1987,"SMR","VAT",0.75
"137818",1987,"SEN","VAT",1
"137819",1987,"ESP","VAT",1
"137820",1987,"TWN","VAT",1
"137821",1987,"TUR","VAT",1
"137822",1987,"GBR","VAT",1
"137823",1987,"USA","VAT",1
"137824",1987,"URY","VAT",1
"137825",1987,"VEN","VAT",1
"137826",1987,"YUG","VAT",1
"137827",1987,"ARG","HND",1
"137828",1987,"BRA","HND",1
"137829",1987,"CHL","HND",1
"137830",1987,"COL","HND",1
"137831",1987,"CRI","HND",1
"137832",1987,"DOM","HND",1
"137833",1987,"ECU","HND",1
"137834",1987,"SLV","HND",1
"137835",1987,"FRA","HND",1
"137836",1987,"DEU","HND",1
"137837",1987,"GTM","HND",1
"137838",1987,"VAT","HND",1
"137839",1987,"ISR","HND",1
"137840",1987,"ITA","HND",1
"137841",1987,"JPN","HND",1
"137842",1987,"MEX","HND",1
"137843",1987,"NIC","HND",1
"137844",1987,"PAN","HND",1
"137845",1987,"PER","HND",1
"137846",1987,"ESP","HND",1
"137847",1987,"TWN","HND",1
"137848",1987,"GBR","HND",1
"137849",1987,"USA","HND",1
"137850",1987,"URY","HND",1
"137851",1987,"VEN","HND",1
"137852",1987,"YMD","HUN",1
"137853",1987,"AFG","HUN",1
"137854",1987,"ALB","HUN",0.75
"137855",1987,"DZA","HUN",1
"137856",1987,"ARG","HUN",1
"137857",1987,"AUS","HUN",1
"137858",1987,"AUT","HUN",1
"137859",1987,"BEL","HUN",1
"137860",1987,"BOL","HUN",0.75
"137861",1987,"BRA","HUN",1
"137862",1987,"BGR","HUN",1
"137863",1987,"KHM","HUN",1
"137864",1987,"CAN","HUN",1
"137865",1987,"CHN","HUN",1
"137866",1987,"COL","HUN",1
"137867",1987,"CUB","HUN",1
"137868",1987,"CSK","HUN",1
"137869",1987,"DNK","HUN",1
"137870",1987,"EGY","HUN",1
"137871",1987,"FIN","HUN",1
"137872",1987,"FRA","HUN",1
"137873",1987,"DDR","HUN",1
"137874",1987,"DEU","HUN",1
"137875",1987,"GRC","HUN",1
"137876",1987,"IND","HUN",1
"137877",1987,"IDN","HUN",1
"137878",1987,"IRN","HUN",1
"137879",1987,"IRQ","HUN",1
"137880",1987,"ITA","HUN",1
"137881",1987,"JPN","HUN",1
"137882",1987,"PRK","HUN",1
"137883",1987,"LBY","HUN",1
"137884",1987,"MEX","HUN",1
"137885",1987,"MNG","HUN",1
"137886",1987,"NLD","HUN",1
"137887",1987,"NOR","HUN",1
"137888",1987,"PER","HUN",1
"137889",1987,"POL","HUN",1
"137890",1987,"PRT","HUN",1
"137891",1987,"ROU","HUN",1
"137892",1987,"RUS","HUN",1
"137893",1987,"ESP","HUN",1
"137894",1987,"SWE","HUN",1
"137895",1987,"CHE","HUN",1
"137896",1987,"SYR","HUN",1
"137897",1987,"TUR","HUN",1
"137898",1987,"GBR","HUN",1
"137899",1987,"USA","HUN",1
"137900",1987,"URY","HUN",1
"137901",1987,"VEN","HUN",1
"137902",1987,"VNM","HUN",1
"137903",1987,"YUG","HUN",1
"137904",1987,"CHN","ISL",0.75
"137905",1987,"CSK","ISL",0.75
"137906",1987,"DNK","ISL",1
"137907",1987,"FIN","ISL",1
"137908",1987,"FRA","ISL",1
"137909",1987,"DDR","ISL",0.75
"137910",1987,"DEU","ISL",1
"137911",1987,"NOR","ISL",1
"137912",1987,"RUS","ISL",1
"137913",1987,"SWE","ISL",1
"137914",1987,"GBR","ISL",1
"137915",1987,"USA","ISL",1
"137916",1987,"YEM","IND",1
"137917",1987,"YMD","IND",0.75
"137918",1987,"AFG","IND",1
"137919",1987,"DZA","IND",1
"137920",1987,"ARG","IND",1
"137921",1987,"AUS","IND",1
"137922",1987,"AUT","IND",1
"137923",1987,"BGD","IND",1
"137924",1987,"BEL","IND",1
"137925",1987,"BTN","IND",1
"137926",1987,"BRA","IND",1
"137927",1987,"BGR","IND",1
"137928",1987,"KHM","IND",1
"137929",1987,"CAN","IND",1
"137930",1987,"CHL","IND",1
"137931",1987,"CHN","IND",1
"137932",1987,"COL","IND",1
"137933",1987,"COD","IND",1
"137934",1987,"CUB","IND",1
"137935",1987,"CYP","IND",1
"137936",1987,"CSK","IND",1
"137937",1987,"DNK","IND",1
"137938",1987,"EGY","IND",1
"137939",1987,"ETH","IND",1
"137940",1987,"FIN","IND",1
"137941",1987,"FRA","IND",1
"137942",1987,"DDR","IND",1
"137943",1987,"DEU","IND",1
"137944",1987,"GHA","IND",1
"137945",1987,"GRC","IND",1
"137946",1987,"GUY","IND",1
"137947",1987,"VAT","IND",1
"137948",1987,"HUN","IND",1
"137949",1987,"IDN","IND",1
"137950",1987,"IRN","IND",1
"137951",1987,"IRQ","IND",1
"137952",1987,"IRL","IND",1
"137953",1987,"ITA","IND",1
"137954",1987,"JPN","IND",1
"137955",1987,"JOR","IND",1
"137956",1987,"KEN","IND",1
"137957",1987,"PRK","IND",1
"137958",1987,"KOR","IND",1
"137959",1987,"KWT","IND",1
"137960",1987,"LAO","IND",1
"137961",1987,"LBN","IND",1
"137962",1987,"LBR","IND",0.75
"137963",1987,"LBY","IND",1
"137964",1987,"MYS","IND",1
"137965",1987,"MDV","IND",1
"137966",1987,"MUS","IND",1
"137967",1987,"MEX","IND",1
"137968",1987,"MNG","IND",1
"137969",1987,"MAR","IND",0.75
"137970",1987,"MMR","IND",1
"137971",1987,"NPL","IND",1
"137972",1987,"NLD","IND",1
"137973",1987,"NZL","IND",1
"137974",1987,"NGA","IND",1
"137975",1987,"NOR","IND",1
"137976",1987,"OMN","IND",1
"137977",1987,"PAK","IND",1
"137978",1987,"PAN","IND",1
"137979",1987,"PER","IND",1
"137980",1987,"PHL","IND",1
"137981",1987,"POL","IND",1
"137982",1987,"PRT","IND",1
"137983",1987,"QAT","IND",1
"137984",1987,"ROU","IND",1
"137985",1987,"RUS","IND",1
"137986",1987,"SAU","IND",1
"137987",1987,"SGP","IND",1
"137988",1987,"SOM","IND",1
"137989",1987,"ESP","IND",1
"137990",1987,"LKA","IND",1
"137991",1987,"SDN","IND",1
"137992",1987,"SWE","IND",1
"137993",1987,"CHE","IND",1
"137994",1987,"SYR","IND",1
"137995",1987,"TZA","IND",1
"137996",1987,"THA","IND",1
"137997",1987,"TTO","IND",1
"137998",1987,"TUN","IND",1
"137999",1987,"TUR","IND",1
"138000",1987,"UGA","IND",1
"138001",1987,"ARE","IND",1
"138002",1987,"GBR","IND",1
"138003",1987,"USA","IND",1
"138004",1987,"VEN","IND",1
"138005",1987,"VNM","IND",1
"138006",1987,"YUG","IND",1
"138007",1987,"ZMB","IND",1
"138008",1987,"ZWE","IND",1
"138009",1987,"AFG","IDN",0.75
"138010",1987,"DZA","IDN",1
"138011",1987,"ARG","IDN",1
"138012",1987,"AUS","IDN",1
"138013",1987,"AUT","IDN",1
"138014",1987,"BGD","IDN",1
"138015",1987,"BEL","IDN",1
"138016",1987,"BRA","IDN",1
"138017",1987,"BGR","IDN",1
"138018",1987,"CAN","IDN",1
"138019",1987,"CHL","IDN",1
"138020",1987,"CSK","IDN",1
"138021",1987,"DNK","IDN",1
"138022",1987,"EGY","IDN",1
"138023",1987,"FIN","IDN",1
"138024",1987,"FRA","IDN",1
"138025",1987,"DDR","IDN",1
"138026",1987,"DEU","IDN",1
"138027",1987,"VAT","IDN",1
"138028",1987,"HUN","IDN",1
"138029",1987,"IND","IDN",1
"138030",1987,"IRN","IDN",1
"138031",1987,"IRQ","IDN",1
"138032",1987,"ITA","IDN",1
"138033",1987,"JPN","IDN",1
"138034",1987,"PRK","IDN",1
"138035",1987,"KOR","IDN",1
"138036",1987,"MYS","IDN",1
"138037",1987,"MEX","IDN",1
"138038",1987,"MMR","IDN",1
"138039",1987,"NLD","IDN",1
"138040",1987,"NZL","IDN",1
"138041",1987,"NGA","IDN",1
"138042",1987,"NOR","IDN",1
"138043",1987,"PAK","IDN",1
"138044",1987,"PNG","IDN",1
"138045",1987,"PHL","IDN",1
"138046",1987,"POL","IDN",1
"138047",1987,"ROU","IDN",1
"138048",1987,"RUS","IDN",1
"138049",1987,"SAU","IDN",1
"138050",1987,"SGP","IDN",1
"138051",1987,"ESP","IDN",1
"138052",1987,"LKA","IDN",1
"138053",1987,"SWE","IDN",1
"138054",1987,"CHE","IDN",1
"138055",1987,"SYR","IDN",1
"138056",1987,"THA","IDN",1
"138057",1987,"TUR","IDN",1
"138058",1987,"GBR","IDN",1
"138059",1987,"USA","IDN",1
"138060",1987,"VEN","IDN",1
"138061",1987,"VNM","IDN",1
"138062",1987,"YUG","IDN",1
"138063",1987,"YEM","IRN",0.75
"138064",1987,"YMD","IRN",1
"138065",1987,"AFG","IRN",0.75
"138066",1987,"DZA","IRN",1
"138067",1987,"ARG","IRN",0.75
"138068",1987,"AUS","IRN",1
"138069",1987,"AUT","IRN",1
"138070",1987,"BHR","IRN",1
"138071",1987,"BGD","IRN",0.75
"138072",1987,"BEL","IRN",1
"138073",1987,"BRA","IRN",1
"138074",1987,"BGR","IRN",1
"138075",1987,"CHN","IRN",1
"138076",1987,"COL","IRN",1
"138077",1987,"COD","IRN",0.75
"138078",1987,"CUB","IRN",1
"138079",1987,"CSK","IRN",1
"138080",1987,"DNK","IRN",1
"138081",1987,"FIN","IRN",1
"138082",1987,"FRA","IRN",0.75
"138083",1987,"GAB","IRN",1
"138084",1987,"DDR","IRN",1
"138085",1987,"DEU","IRN",1
"138086",1987,"GHA","IRN",0.75
"138087",1987,"GRC","IRN",1
"138088",1987,"VAT","IRN",1
"138089",1987,"HUN","IRN",1
"138090",1987,"IND","IRN",1
"138091",1987,"IDN","IRN",1
"138092",1987,"IRL","IRN",0.75
"138093",1987,"ITA","IRN",1
"138094",1987,"JPN","IRN",1
"138095",1987,"PRK","IRN",1
"138096",1987,"KOR","IRN",0.75
"138097",1987,"KWT","IRN",1
"138098",1987,"LBN","IRN",1
"138099",1987,"LBY","IRN",1
"138100",1987,"MYS","IRN",0.75
"138101",1987,"MRT","IRN",0
"138102",1987,"NLD","IRN",1
"138103",1987,"NZL","IRN",1
"138104",1987,"NIC","IRN",1
"138105",1987,"NGA","IRN",1
"138106",1987,"NOR","IRN",1
"138107",1987,"OMN","IRN",0.75
"138108",1987,"PAK","IRN",1
"138109",1987,"PHL","IRN",0.75
"138110",1987,"POL","IRN",1
"138111",1987,"PRT","IRN",1
"138112",1987,"QAT","IRN",0.75
"138113",1987,"ROU","IRN",1
"138114",1987,"RUS","IRN",1
"138115",1987,"SAU","IRN",0.75
"138116",1987,"SEN","IRN",0.75
"138117",1987,"SOM","IRN",0.75
"138118",1987,"ESP","IRN",1
"138119",1987,"SDN","IRN",0.75
"138120",1987,"SWE","IRN",1
"138121",1987,"CHE","IRN",1
"138122",1987,"SYR","IRN",1
"138123",1987,"THA","IRN",1
"138124",1987,"TUN","IRN",0
"138125",1987,"TUR","IRN",1
"138126",1987,"ARE","IRN",0.75
"138127",1987,"GBR","IRN",0.125
"138128",1987,"VEN","IRN",1
"138129",1987,"YUG","IRN",1
"138130",1987,"YEM","IRQ",1
"138131",1987,"YMD","IRQ",1
"138132",1987,"AFG","IRQ",1
"138133",1987,"DZA","IRQ",1
"138134",1987,"ARG","IRQ",1
"138135",1987,"AUS","IRQ",1
"138136",1987,"AUT","IRQ",1
"138137",1987,"BHR","IRQ",1
"138138",1987,"BGD","IRQ",1
"138139",1987,"BEL","IRQ",1
"138140",1987,"BRA","IRQ",1
